"Ano Lançamento","Mês Base Lançamento","Esfera Orçamentária",,"UO - Órgão Máximo",,"Unidade Orçamentária",,"Grupo Despesa",,"Modalidade Aplicação",,"Resultado EOF",,"Função Governo",,"Subfunção Governo",,"Programa Governo",,"Ação Governo",,"Região PT","UF PT",,"Município PT","Movim. Líquido - R$ (Item Informação)"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","106.103.348,79"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NORTE","RO","RONDONIA","SEM INFORMACAO","111.345,16"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUL","PR","PARANA","SEM INFORMACAO","1.141.782,79"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NORDESTE","BA","BAHIA","SEM INFORMACAO","382.000,00"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NORDESTE","CE","CEARA","SEM INFORMACAO","238.750,00"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NORDESTE","PB","PARAIBA","SEM INFORMACAO","497.896,07"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NORTE","PA","PARA","SEM INFORMACAO","382.000,00"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUDESTE","ES","ESPIRITO SANTO","SEM INFORMACAO","1.382.262,15"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUL","RS","RIO GRANDE DO SUL","SEM INFORMACAO","950.149,11"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1144","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUL","RS","RIO GRANDE DO SUL","SEM INFORMACAO","746.470,44"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NORDESTE","PE","PERNAMBUCO","SEM INFORMACAO","148.765,59"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NORTE","AC","ACRE","SEM INFORMACAO","124.301,87"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUL","PR","PARANA","SEM INFORMACAO","5.463,14"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1144","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUDESTE","MG","MINAS GERAIS","SEM INFORMACAO","1.155.583,97"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1144","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUL","PR","PARANA","SEM INFORMACAO","953.626,94"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","50","TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1144","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","382.000,00"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","50","TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1144","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUDESTE","MG","MINAS GERAIS","SEM INFORMACAO","143.250,00"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","50","TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1144","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUDESTE","MG","MINAS GERAIS","SEM INFORMACAO","1.211.423,71"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","71","TRANSF.CONSORC.PUB.MEDIANTE CONTRATO RATEIO","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","3.820.000,00"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","122","ADMINISTRACAO GERAL","0032","PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO","2000","ADMINISTRACAO DA UNIDADE","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","8.469,46"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","125","NORMATIZACAO E FISCALIZACAO","2202","DEFESA AGROPECUARIA","214W","MODERNIZACAO E FORTALECIMENTO DA DEFESA AGROPECUARIA","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","19.808,04"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","125","NORMATIZACAO E FISCALIZACAO","2302","DEFESA AGROPECUARIA","214W","MODERNIZACAO E FORTALECIMENTO DA DEFESA AGROPECUARIA","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","6.367,94"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","CENTRO-OESTE","MS","MATO GROSSO DO SUL","SEM INFORMACAO","228.713,62"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","84.585,00"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NORDESTE","RN","RIO GRANDE DO NORTE","SEM INFORMACAO","6.439,45"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1144","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","12.681,65"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","609","DEFESA AGROPECUARIA","2302","DEFESA AGROPECUARIA","214Y","FORTALECIMENTO DO SISTEMA UNIFICADO DE ATENCAO A SANIDADE AG","SUL","RS","RIO GRANDE DO SUL","SEM INFORMACAO","1.290.586,00"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","691","PROMOCAO COMERCIAL","1144","AGROPECUARIA SUSTENTAVEL","20ZT","PROMOCAO DO AGRONEGOCIO BRASILEIRO NO MERCADO INTERNACIONAL","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","11.005,60"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","CENTRO-OESTE","MT","MATO GROSSO","ARAGUAIANA","2.678,90"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","CENTRO-OESTE","MT","MATO GROSSO","SEM INFORMACAO","1.979,76"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","CENTRO-OESTE","MS","MATO GROSSO DO SUL","SEM INFORMACAO","24.385,00"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NORDESTE","BA","BAHIA","SEM INFORMACAO","21.994,00"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NORDESTE","PB","PARAIBA","JOAO PESSOA","43.600,00"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NORDESTE","PB","PARAIBA","SEM INFORMACAO","4.693,00"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUDESTE","ES","ESPIRITO SANTO","SEM INFORMACAO","1.233,45"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUDESTE","MG","MINAS GERAIS","CAMPOS GERAIS","1.978,86"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUDESTE","MG","MINAS GERAIS","SEM INFORMACAO","26.735,91"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUDESTE","SP","SAO PAULO","SEM INFORMACAO","2.256,00"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUL","PR","PARANA","SEM INFORMACAO","1.094,09"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUL","RS","RIO GRANDE DO SUL","SEM INFORMACAO","39.864,23"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUL","SC","SANTA CATARINA","BOM JESUS DO OESTE","705,20"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1031","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NORDESTE","BA","BAHIA","SEM INFORMACAO","537.709,88"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1144","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","22.816,17"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22101","MINISTERIO DA AGRICULTURA E PECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","1144","AGROPECUARIA SUSTENTAVEL","20ZV","FOMENTO AO SETOR AGROPECUARIO","SUL","RS","RIO GRANDE DO SUL","SEM INFORMACAO","4.846.133,94"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22202","EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","572","DESENVOLVIMENTO TECNOLOGICO E ENGENHARIA","2203","PESQUISA E INOVACAO AGROPECUARIA","20Y6","PESQUISA, DESENVOLVIMENTO E TRANSFERENCIA DE TECNOLOGIAS PAR","SUDESTE","SP","SAO PAULO","SAO CARLOS","1.299,32"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22202","EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","572","DESENVOLVIMENTO TECNOLOGICO E ENGENHARIA","2203","PESQUISA E INOVACAO AGROPECUARIA","215C","MANUTENCAO E MODERNIZACAO DA INFRAESTRUTURA FISICA DAS UNIDA","NORDESTE","AL","ALAGOAS","MACEIO","1.847,05"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22202","EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","572","DESENVOLVIMENTO TECNOLOGICO E ENGENHARIA","2203","PESQUISA E INOVACAO AGROPECUARIA","215C","MANUTENCAO E MODERNIZACAO DA INFRAESTRUTURA FISICA DAS UNIDA","NORTE","RO","RONDONIA","PORTO VELHO","26.305,14"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22202","EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","572","DESENVOLVIMENTO TECNOLOGICO E ENGENHARIA","2303","PESQUISA E INOVACAO AGROPECUARIA","20Y6","PESQUISA, DESENVOLVIMENTO E TRANSFERENCIA DE TECNOLOGIAS PAR","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","9.378,42"
"2025","JANEIRO","1","ORCAMENTO FISCAL","22000","MINISTERIO DA AGRICULTURA E PECUARIA","22202","EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA","4","INVESTIMENTOS","90","APLICACOES DIRETAS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","572","DESENVOLVIMENTO TECNOLOGICO E ENGENHARIA","2303","PESQUISA E INOVACAO AGROPECUARIA","20Y6","PESQUISA, DESENVOLVIMENTO E TRANSFERENCIA DE TECNOLOGIAS PAR","SUDESTE","SP","SAO PAULO","SEM INFORMACAO","1.741,60"
